Channel 2 (V),Channel 1 (V),Timestamp
2.866405172,-0.030992218,2024-09-20 18:16:15.112790320
2.865772424,-0.029964003,2024-09-20 18:16:15.112790640
2.865614237,-0.029173068,2024-09-20 18:16:15.112790960
2.866088798,-0.029173068,2024-09-20 18:16:15.112791280
2.866326078,-0.028540321,2024-09-20 18:16:15.112791600
2.866246985,-0.028619414,2024-09-20 18:16:15.112791920
2.866721546,-0.028619414,2024-09-20 18:16:15.112792240
2.865297863,-0.02830304,2024-09-20 18:16:15.112792560
2.865772424,-0.027907573,2024-09-20 18:16:15.112792880
2.865772424,-0.027353919,2024-09-20 18:16:15.112793200
2.865614237,-0.027591199,2024-09-20 18:16:15.112793520
2.86521877,-0.027195732,2024-09-20 18:16:15.112793840
2.865693331,-0.027353919,2024-09-20 18:16:15.112794160
2.865851518,-0.027670293,2024-09-20 18:16:15.112794480
2.866563359,-0.027037545,2024-09-20 18:16:15.112794800
2.866879732,-0.026958452,2024-09-20 18:16:15.112795120
2.866958826,-0.026246611,2024-09-20 18:16:15.112795440
2.867196106,-0.025930237,2024-09-20 18:16:15.112795760
2.867196106,-0.024822928,2024-09-20 18:16:15.112796080
2.866879732,-0.024427461,2024-09-20 18:16:15.112796400
2.866563359,-0.024506555,2024-09-20 18:16:15.112796720
2.866642452,-0.023557433,2024-09-20 18:16:15.112797040
2.866958826,-0.023873807,2024-09-20 18:16:15.112797360
2.866563359,-0.023794713,2024-09-20 18:16:15.112797680
2.866167891,-0.022924685,2024-09-20 18:16:15.112798000
2.866246985,-0.023320153,2024-09-20 18:16:15.112798320
2.865851518,-0.022766498,2024-09-20 18:16:15.112798640
2.86545605,-0.021817377,2024-09-20 18:16:15.112798960
2.86545605,-0.021817377,2024-09-20 18:16:15.112799280
2.864981489,-0.022291938,2024-09-20 18:16:15.112799600
2.864586022,-0.022371031,2024-09-20 18:16:15.112799920
2.864744209,-0.022133751,2024-09-20 18:16:15.112800240
2.864190555,-0.021975564,2024-09-20 18:16:15.112800560
2.864348742,-0.021817377,2024-09-20 18:16:15.112800880
2.863636901,-0.021501003,2024-09-20 18:16:15.112801200
0.703278268,-0.020947349,2024-09-20 18:16:15.112801520
-0.005636371,-0.020077321,2024-09-20 18:16:15.112801840
-0.005952745,2.362613015,2024-09-20 18:16:15.112802160
-0.006269118,3.308412551,2024-09-20 18:16:15.112802480
-0.00721824,3.309203485,2024-09-20 18:16:15.112802800
-0.007376427,3.311892663,2024-09-20 18:16:15.112803120
-0.007534614,3.316163709,2024-09-20 18:16:15.112803440
-0.007376427,3.318773793,2024-09-20 18:16:15.112803760
-0.007534614,3.320434756,2024-09-20 18:16:15.112804080
-0.00745552,3.321462971,2024-09-20 18:16:15.112804400
-0.007613707,3.32075113,2024-09-20 18:16:15.112804720
-0.007850987,3.32075113,2024-09-20 18:16:15.112805040
-0.008167361,3.31893198,2024-09-20 18:16:15.112805360
-0.008167361,3.317824672,2024-09-20 18:16:15.112805680
-0.007771894,3.31663827,2024-09-20 18:16:15.112806000
-0.00745552,3.314977308,2024-09-20 18:16:15.112806320
-0.00721824,3.313949093,2024-09-20 18:16:15.112806640
-0.00721824,3.313316345,2024-09-20 18:16:15.112806960
-0.006980959,3.311655383,2024-09-20 18:16:15.112807280
-0.006190025,3.310706261,2024-09-20 18:16:15.112807600
-0.006031838,3.309915327,2024-09-20 18:16:15.112807920
-0.005794558,3.308966205,2024-09-20 18:16:15.112808240
-0.005952745,3.308887112,2024-09-20 18:16:15.112808560
-0.005082717,3.308412551,2024-09-20 18:16:15.112808880
-0.004529062,3.308096177,2024-09-20 18:16:15.112809200
-0.004133595,3.308254364,2024-09-20 18:16:15.112809520
-0.004529062,3.307779803,2024-09-20 18:16:15.112809840
-0.003896315,3.306988869,2024-09-20 18:16:15.112810160
-0.00310538,3.306672495,2024-09-20 18:16:15.112810480
-0.002314446,3.306514308,2024-09-20 18:16:15.112810800
-0.002314446,3.306039747,2024-09-20 18:16:15.112811120
-0.001681698,3.305090626,2024-09-20 18:16:15.112811440
-0.001128044,3.305565186,2024-09-20 18:16:15.112811760
-0.001128044,3.304932439,2024-09-20 18:16:15.112812080
-0.000495296,3.304853345,2024-09-20 18:16:15.112812400
-0.000258016,3.304616065,2024-09-20 18:16:15.112812720
-2.07e-05,3.303666944,2024-09-20 18:16:15.112813040
0.000849293,3.302796916,2024-09-20 18:16:15.112813360
0.001402947,3.302243261,2024-09-20 18:16:15.112813680
0.001165666,3.302164168,2024-09-20 18:16:15.112814000
0.00124476,3.302085074,2024-09-20 18:16:15.112814320
0.002114788,3.301847794,2024-09-20 18:16:15.112814640
0.001877508,3.30153142,2024-09-20 18:16:15.112814960
0.002352068,3.301373233,2024-09-20 18:16:15.112815280
0.003380283,3.300977766,2024-09-20 18:16:15.112815600
0.003696657,3.300977766,2024-09-20 18:16:15.112815920
0.004092124,3.300661392,2024-09-20 18:16:15.112816240
0.003459377,3.300582299,2024-09-20 18:16:15.112816560
0.003696657,3.300345018,2024-09-20 18:16:15.112816880
0.003459377,3.29947499,2024-09-20 18:16:15.112817200
0.004724872,3.299633177,2024-09-20 18:16:15.112817520
0.004329405,3.300186832,2024-09-20 18:16:15.112817840
0.005278526,3.299079523,2024-09-20 18:16:15.112818160
0.005199433,3.299554084,2024-09-20 18:16:15.112818480
0.005515806,3.299079523,2024-09-20 18:16:15.112818800
0.005673993,3.29923771,2024-09-20 18:16:15.112819120
0.006148554,3.298842243,2024-09-20 18:16:15.112819440
0.006306741,3.298842243,2024-09-20 18:16:15.112819760
0.006781302,3.298288589,2024-09-20 18:16:15.112820080
1.09866645,3.297734934,2024-09-20 18:16:15.112820400
2.868857069,3.297497654,2024-09-20 18:16:15.112820720
2.866800639,3.297102187,2024-09-20 18:16:15.112821040
2.866088798,3.297102187,2024-09-20 18:16:15.112821360
2.864665116,3.297418561,2024-09-20 18:16:15.112821680
2.865060583,3.297023093,2024-09-20 18:16:15.112822000
2.864506929,3.297102187,2024-09-20 18:16:15.112822320
2.863874181,3.296390346,2024-09-20 18:16:15.112822640
2.863241433,3.296073972,2024-09-20 18:16:15.112822960
2.861580471,3.296627626,2024-09-20 18:16:15.112823280
2.860156789,3.296785813,2024-09-20 18:16:15.112823600
2.859682228,3.297418561,2024-09-20 18:16:15.112823920
2.8588122,3.296944,2024-09-20 18:16:15.112824240
2.858100359,3.296469439,2024-09-20 18:16:15.112824560
2.856993051,3.296311252,2024-09-20 18:16:15.112824880
2.857309424,3.296390346,2024-09-20 18:16:15.112825200
2.857072144,3.296390346,2024-09-20 18:16:15.112825520
2.856202116,3.295520318,2024-09-20 18:16:15.112825840
2.856202116,3.29488757,2024-09-20 18:16:15.112826160
2.854857527,3.295283037,2024-09-20 18:16:15.112826480
2.854066593,3.295599411,2024-09-20 18:16:15.112826800
2.853750219,3.294808477,2024-09-20 18:16:15.112827120
2.852801097,3.29512485,2024-09-20 18:16:15.112827440
2.852801097,3.29512485,2024-09-20 18:16:15.112827760
2.853750219,3.294571196,2024-09-20 18:16:15.112828080
2.853038378,3.295045757,2024-09-20 18:16:15.112828400
2.852563817,1.217893439,2024-09-20 18:16:15.112828720
2.852563817,-0.017783611,2024-09-20 18:16:15.112829040
2.853038378,-0.018574545,2024-09-20 18:16:15.112829360
2.853117471,-0.022371031,2024-09-20 18:16:15.112829680
2.853354752,-0.027986667,2024-09-20 18:16:15.112830000
2.853275658,-0.031941339,2024-09-20 18:16:15.112830320
2.854066593,-0.034867797,2024-09-20 18:16:15.112830640
2.853671125,-0.035816919,2024-09-20 18:16:15.112830960
2.853275658,-0.035975106,2024-09-20 18:16:15.112831280
2.852959284,-0.035816919,2024-09-20 18:16:15.112831600
2.853512939,-0.035184171,2024-09-20 18:16:15.112831920
2.853908406,-0.033839582,2024-09-20 18:16:15.112832240
2.853829312,-0.032257713,2024-09-20 18:16:15.112832560
2.854066593,-0.029884909,2024-09-20 18:16:15.112832880
2.854541153,-0.028777601,2024-09-20 18:16:15.112833200
2.854541153,-0.027195732,2024-09-20 18:16:15.112833520
2.854620247,-0.026879358,2024-09-20 18:16:15.112833840
2.855015714,-0.026800265,2024-09-20 18:16:15.112834160
2.855094808,-0.02577205,2024-09-20 18:16:15.112834480
2.855094808,-0.024269274,2024-09-20 18:16:15.112834800
2.855094808,-0.023794713,2024-09-20 18:16:15.112835120
2.855964836,-0.023161966,2024-09-20 18:16:15.112835440
2.855964836,-0.02371562,2024-09-20 18:16:15.112835760
2.855173901,-0.023320153,2024-09-20 18:16:15.112836080
2.855173901,-0.022924685,2024-09-20 18:16:15.112836400
2.855173901,-0.023320153,2024-09-20 18:16:15.112836720
2.855173901,-0.022845592,2024-09-20 18:16:15.112837040
2.855727555,-0.022529218,2024-09-20 18:16:15.112837360
2.855964836,-0.022608312,2024-09-20 18:16:15.112837680
2.85675577,-0.022608312,2024-09-20 18:16:15.112838000
2.856281209,-0.022054657,2024-09-20 18:16:15.112838320
2.856123023,-0.021975564,2024-09-20 18:16:15.112838640
2.855885742,-0.021263723,2024-09-20 18:16:15.112838960
2.855569368,-0.021501003,2024-09-20 18:16:15.112839280
2.855648462,-0.020630975,2024-09-20 18:16:15.112839600
2.855806649,-0.020472788,2024-09-20 18:16:15.112839920
2.855569368,-0.020630975,2024-09-20 18:16:15.112840240
2.855569368,-0.019681854,2024-09-20 18:16:15.112840560
2.855252995,-0.019207293,2024-09-20 18:16:15.112840880
2.854778434,-0.018574545,2024-09-20 18:16:15.112841200
2.854857527,-0.018416358,2024-09-20 18:16:15.112841520
2.855094808,-0.017704517,2024-09-20 18:16:15.112841840
2.855727555,-0.017625424,2024-09-20 18:16:15.112842160
2.855411181,-0.017862704,2024-09-20 18:16:15.112842480
2.855252995,-0.016913583,2024-09-20 18:16:15.112842800
2.854936621,-0.016755396,2024-09-20 18:16:15.112843120
2.85446206,-0.016439022,2024-09-20 18:16:15.112843440
2.853987499,-0.017229957,2024-09-20 18:16:15.112843760
2.853750219,-0.016834489,2024-09-20 18:16:15.112844080
2.854145686,-0.016597209,2024-09-20 18:16:15.112844400
2.854145686,-0.015806274,2024-09-20 18:16:15.112844720
2.853275658,-0.015489901,2024-09-20 18:16:15.112845040
2.853512939,-0.015331714,2024-09-20 18:16:15.112845360
2.85264291,-0.01525262,2024-09-20 18:16:15.112845680
2.852089256,-0.015648088,2024-09-20 18:16:15.112846000
2.46508498,-0.014936246,2024-09-20 18:16:15.112846320
0.002035694,-0.014936246,2024-09-20 18:16:15.112846640
-0.004608156,2.890799108,2024-09-20 18:16:15.112846960
-0.004212689,3.310152607,2024-09-20 18:16:15.112847280
-0.004687249,3.310627168,2024-09-20 18:16:15.112847600
-0.004370875,3.313395439,2024-09-20 18:16:15.112847920
-0.004845436,3.316084616,2024-09-20 18:16:15.112848240
-0.00516181,3.318220139,2024-09-20 18:16:15.112848560
-0.005557277,3.319406541,2024-09-20 18:16:15.112848880
-0.005240903,3.320118382,2024-09-20 18:16:15.112849200
-0.004766343,3.319169261,2024-09-20 18:16:15.112849520
-0.004054502,3.318852887,2024-09-20 18:16:15.112849840
-0.004291782,3.318378326,2024-09-20 18:16:15.112850160
-0.003817221,3.316796457,2024-09-20 18:16:15.112850480
-0.003817221,3.315451868,2024-09-20 18:16:15.112850800
-0.003579941,3.313553625,2024-09-20 18:16:15.112851120
-0.003738128,3.312920878,2024-09-20 18:16:15.112851440
-0.003421754,3.312604504,2024-09-20 18:16:15.112851760
-0.0028681,3.311813569,2024-09-20 18:16:15.112852080
-0.002314446,3.310706261,2024-09-20 18:16:15.112852400
-0.001998072,3.310548074,2024-09-20 18:16:15.112852720
-0.001128044,3.309440766,2024-09-20 18:16:15.112853040
-0.001444418,3.308570738,2024-09-20 18:16:15.112853360
-0.001444418,3.308412551,2024-09-20 18:16:15.112853680
-0.000653483,3.308175271,2024-09-20 18:16:15.112854000
-9.98e-05,3.308254364,2024-09-20 18:16:15.112854320
0.000532919,3.307542523,2024-09-20 18:16:15.112854640
0.000374732,3.307463429,2024-09-20 18:16:15.112854960
0.001640227,3.307384336,2024-09-20 18:16:15.112855280
0.000691106,3.306593401,2024-09-20 18:16:15.112855600
0.00124476,3.306751588,2024-09-20 18:16:15.112855920
0.001798414,3.307226149,2024-09-20 18:16:15.112856240
0.002510255,3.306118841,2024-09-20 18:16:15.112856560
0.002510255,3.305486093,2024-09-20 18:16:15.112856880
0.002826629,3.304774252,2024-09-20 18:16:15.112857200
0.00353847,3.305407,2024-09-20 18:16:15.112857520
0.004092124,3.304932439,2024-09-20 18:16:15.112857840
0.004171218,3.305011532,2024-09-20 18:16:15.112858160
0.004250311,3.304062411,2024-09-20 18:16:15.112858480
0.004803965,3.30335057,2024-09-20 18:16:15.112858800
0.005041246,3.303192383,2024-09-20 18:16:15.112859120
0.005041246,3.302322355,2024-09-20 18:16:15.112859440
0.004883059,3.301689607,2024-09-20 18:16:15.112859760
0.004171218,3.301689607,2024-09-20 18:16:15.112860080
0.005199433,3.302401448,2024-09-20 18:16:15.112860400
0.0055949,3.301926888,2024-09-20 18:16:15.112860720
0.005990367,3.302322355,2024-09-20 18:16:15.112861040
0.006385834,3.301689607,2024-09-20 18:16:15.112861360
0.006544021,3.300898673,2024-09-20 18:16:15.112861680
0.006306741,3.300977766,2024-09-20 18:16:15.112862000
0.006385834,3.300265925,2024-09-20 18:16:15.112862320
0.006939489,3.300819579,2024-09-20 18:16:15.112862640
0.006702208,3.300107738,2024-09-20 18:16:15.112862960
0.007255862,3.299949551,2024-09-20 18:16:15.112863280
0.007414049,3.300186832,2024-09-20 18:16:15.112863600
0.006939489,3.299949551,2024-09-20 18:16:15.112863920
0.007414049,3.299712271,2024-09-20 18:16:15.112864240
0.007572236,3.299949551,2024-09-20 18:16:15.112864560
0.007334956,3.29947499,2024-09-20 18:16:15.112864880
0.007334956,3.298921336,2024-09-20 18:16:15.112865200
0.007414049,3.299712271,2024-09-20 18:16:15.112865520
0.007730423,3.298921336,2024-09-20 18:16:15.112865840
0.007809517,3.298763149,2024-09-20 18:16:15.112866160
1.816439555,3.298367682,2024-09-20 18:16:15.112866480
2.847343649,3.298367682,2024-09-20 18:16:15.112866800
2.845049939,3.298604962,2024-09-20 18:16:15.112867120
2.843547163,3.298446776,2024-09-20 18:16:15.112867440
2.842202574,3.298763149,2024-09-20 18:16:15.112867760
2.841095266,3.298051308,2024-09-20 18:16:15.112868080
2.840462518,3.297972215,2024-09-20 18:16:15.112868400
2.839750677,3.297972215,2024-09-20 18:16:15.112868720
2.838643369,3.298604962,2024-09-20 18:16:15.112869040
2.837694247,3.298525869,2024-09-20 18:16:15.112869360
2.8370615,3.298288589,2024-09-20 18:16:15.112869680
2.836586939,3.297497654,2024-09-20 18:16:15.112870000
2.837377874,3.297576748,2024-09-20 18:16:15.112870320
2.837536061,3.297893121,2024-09-20 18:16:15.112870640
2.838326995,1.719266851,2024-09-20 18:16:15.112870960
2.838722462,-0.014857153,2024-09-20 18:16:15.112871280
2.839434303,-0.015489901,2024-09-20 18:16:15.112871600
2.839987958,-0.01730905,2024-09-20 18:16:15.112871920
2.840699799,-0.021580097,2024-09-20 18:16:15.112872240
2.84117436,-0.024981115,2024-09-20 18:16:15.112872560
2.841728014,-0.027037545,2024-09-20 18:16:15.112872880
2.843230789,-0.028461227,2024-09-20 18:16:15.112873200
2.844338098,-0.028619414,2024-09-20 18:16:15.112873520
2.844338098,-0.028540321,2024-09-20 18:16:15.112873840
2.845049939,-0.028540321,2024-09-20 18:16:15.112874160
2.84576178,-0.027116639,2024-09-20 18:16:15.112874480
2.847897303,-0.025218396,2024-09-20 18:16:15.112874800
2.848371864,-0.0239529,2024-09-20 18:16:15.112875120
2.848609144,-0.023082872,2024-09-20 18:16:15.112875440
2.849320985,-0.021580097,2024-09-20 18:16:15.112875760
2.850191013,-0.020947349,2024-09-20 18:16:15.112876080
2.850586481,-0.020156414,2024-09-20 18:16:15.112876400
2.851061041,-0.019523667,2024-09-20 18:16:15.112876720
2.851614696,-0.019444573,2024-09-20 18:16:15.112877040
2.852484724,-0.018337265,2024-09-20 18:16:15.112877360
2.853117471,-0.017783611,2024-09-20 18:16:15.112877680
2.854303873,-0.017941798,2024-09-20 18:16:15.112878000
2.855332088,-0.017625424,2024-09-20 18:16:15.112878320
2.856202116,-0.017467237,2024-09-20 18:16:15.112878640
2.855964836,-0.017467237,2024-09-20 18:16:15.112878960
2.85675577,-0.018020891,2024-09-20 18:16:15.112879280
2.856360303,-0.01754633,2024-09-20 18:16:15.112879600
2.856043929,-0.016913583,2024-09-20 18:16:15.112879920
2.85651849,-0.016359929,2024-09-20 18:16:15.112880240
2.856913957,-0.015727181,2024-09-20 18:16:15.112880560
2.856913957,-0.015489901,2024-09-20 18:16:15.112880880
2.857072144,-0.014698966,2024-09-20 18:16:15.112881200
2.857467611,-0.015094433,2024-09-20 18:16:15.112881520
2.857230331,-0.015410807,2024-09-20 18:16:15.112881840
2.856597583,-0.014066218,2024-09-20 18:16:15.112882160
2.857546705,-0.014698966,2024-09-20 18:16:15.112882480
2.857546705,-0.014224405,2024-09-20 18:16:15.112882800
2.857704892,-0.013354377,2024-09-20 18:16:15.112883120
2.858100359,-0.013591658,2024-09-20 18:16:15.112883440
2.858100359,-0.013433471,2024-09-20 18:16:15.112883760
2.857783985,-0.012563443,2024-09-20 18:16:15.112884080
2.857704892,-0.012009789,2024-09-20 18:16:15.112884400
2.857863079,-0.011851602,2024-09-20 18:16:15.112884720
2.857546705,-0.011693415,2024-09-20 18:16:15.112885040
2.857942172,-0.012009789,2024-09-20 18:16:15.112885360
2.857783985,-0.011297948,2024-09-20 18:16:15.112885680
2.857072144,-0.011297948,2024-09-20 18:16:15.112886000
2.856834864,-0.011297948,2024-09-20 18:16:15.112886320
2.856123023,-0.010744293,2024-09-20 18:16:15.112886640
2.855885742,-0.011139761,2024-09-20 18:16:15.112886960
2.855490275,-0.011297948,2024-09-20 18:16:15.112887280
2.855648462,-0.011377041,2024-09-20 18:16:15.112887600
2.855885742,-0.011297948,2024-09-20 18:16:15.112887920
2.856676677,-0.01090248,2024-09-20 18:16:15.112888240
2.856043929,-0.010111546,2024-09-20 18:16:15.112888560
2.855648462,-0.010032452,2024-09-20 18:16:15.112888880
2.855094808,-0.009636985,2024-09-20 18:16:15.112889200
2.85469934,-0.009399705,2024-09-20 18:16:15.112889520
2.853750219,-0.009083331,2024-09-20 18:16:15.112889840
2.853354752,-0.009004237,2024-09-20 18:16:15.112890160
2.853671125,-0.00860877,2024-09-20 18:16:15.112890480
2.853433845,-0.00837149,2024-09-20 18:16:15.112890800
2.853038378,-0.008450583,2024-09-20 18:16:15.112891120
1.386171159,0.154719215,2024-09-20 18:16:15.112891440
-0.003975408,3.266651207,2024-09-20 18:16:15.112891760
-0.003263567,3.311655383,2024-09-20 18:16:15.112892080
-0.002789006,3.311497196,2024-09-20 18:16:15.112892400
-0.002314446,3.313395439,2024-09-20 18:16:15.112892720
-0.002709913,3.315689149,2024-09-20 18:16:15.112893040
-0.001602604,3.316005523,2024-09-20 18:16:15.112893360
-0.001760791,3.316163709,2024-09-20 18:16:15.112893680
-0.001602604,3.317033737,2024-09-20 18:16:15.112894000
-0.001207137,3.317271018,2024-09-20 18:16:15.112894320
-0.00057439,3.317033737,2024-09-20 18:16:15.112894640
-0.00057439,3.315847336,2024-09-20 18:16:15.112894960
-0.000258016,3.31458184,2024-09-20 18:16:15.112895280
-9.98e-05,3.31434456,2024-09-20 18:16:15.112895600
0.000532919,3.312683597,2024-09-20 18:16:15.112895920
0.000928386,3.31205085,2024-09-20 18:16:15.112896240
0.001561134,3.311339009,2024-09-20 18:16:15.112896560
0.001877508,3.3102317,2024-09-20 18:16:15.112896880
0.001956601,3.309915327,2024-09-20 18:16:15.112897200
0.002747536,3.30975714,2024-09-20 18:16:15.112897520
0.002905722,3.309203485,2024-09-20 18:16:15.112897840
0.004329405,3.308728925,2024-09-20 18:16:15.112898160
0.004487592,3.30793799,2024-09-20 18:16:15.112898480
0.005041246,3.308649831,2024-09-20 18:16:15.112898800
0.005673993,3.308017084,2024-09-20 18:16:15.112899120
0.005990367,3.307067962,2024-09-20 18:16:15.112899440
0.006464928,3.307226149,2024-09-20 18:16:15.112899760
0.007018582,3.30770071,2024-09-20 18:16:15.112900080
0.007097676,3.306909775,2024-09-20 18:16:15.112900400
0.006623115,3.306672495,2024-09-20 18:16:15.112900720
0.006781302,3.306593401,2024-09-20 18:16:15.112901040
0.007334956,3.305327906,2024-09-20 18:16:15.112901360
0.006939489,3.305407,2024-09-20 18:16:15.112901680
0.006385834,3.305090626,2024-09-20 18:16:15.112902000
0.007097676,3.305407,2024-09-20 18:16:15.112902320
0.007176769,3.304695158,2024-09-20 18:16:15.112902640
0.007967704,3.304299691,2024-09-20 18:16:15.112902960
0.008442264,3.303904224,2024-09-20 18:16:15.112903280
0.008837732,3.303271476,2024-09-20 18:16:15.112903600
0.008284077,3.303271476,2024-09-20 18:16:15.112903920
0.008600451,3.302955102,2024-09-20 18:16:15.112904240
0.008837732,3.302243261,2024-09-20 18:16:15.112904560
0.008600451,3.302559635,2024-09-20 18:16:15.112904880
0.008995918,3.302005981,2024-09-20 18:16:15.112905200
0.008363171,3.301689607,2024-09-20 18:16:15.112905520
0.008204984,3.302005981,2024-09-20 18:16:15.112905840
0.008758638,3.302005981,2024-09-20 18:16:15.112906160
0.008758638,3.302005981,2024-09-20 18:16:15.112906480
0.008679545,3.301926888,2024-09-20 18:16:15.112906800
0.009312292,3.301768701,2024-09-20 18:16:15.112907120
0.008679545,3.301847794,2024-09-20 18:16:15.112907440
0.008284077,3.300819579,2024-09-20 18:16:15.112907760
0.008363171,3.300977766,2024-09-20 18:16:15.112908080
0.008916825,3.300582299,2024-09-20 18:16:15.112908400
0.008679545,3.299633177,2024-09-20 18:16:15.112908720
0.008679545,3.300503205,2024-09-20 18:16:15.112909040
0.008679545,3.300740486,2024-09-20 18:16:15.112909360
0.008284077,3.301135953,2024-09-20 18:16:15.112909680
0.008204984,3.30129414,2024-09-20 18:16:15.112910000
0.007967704,3.300898673,2024-09-20 18:16:15.112910320
0.00812589,3.299633177,2024-09-20 18:16:15.112910640
0.007334956,3.299949551,2024-09-20 18:16:15.112910960
0.007572236,3.300107738,2024-09-20 18:16:15.112911280
0.007414049,3.300028645,2024-09-20 18:16:15.112911600
0.007097676,3.299633177,2024-09-20 18:16:15.112911920
0.008284077,3.298842243,2024-09-20 18:16:15.112912240
2.533342632,3.298684056,2024-09-20 18:16:15.112912560
2.836191472,3.298921336,2024-09-20 18:16:15.112912880
2.834135042,3.299158617,2024-09-20 18:16:15.112913200
2.832394986,3.298842243,2024-09-20 18:16:15.112913520
2.830338556,3.298763149,2024-09-20 18:16:15.112913840
2.829943089,3.298604962,2024-09-20 18:16:15.112914160
2.829389435,3.299554084,2024-09-20 18:16:15.112914480
2.829231248,0.826539023,2024-09-20 18:16:15.112914800
2.828519407,-0.012484349,2024-09-20 18:16:15.112915120
2.828914874,-0.011851602,2024-09-20 18:16:15.112915440
2.829231248,-0.014857153,2024-09-20 18:16:15.112915760
2.830101276,-0.017862704,2024-09-20 18:16:15.112916080
2.830813117,-0.019919134,2024-09-20 18:16:15.112916400
2.83271136,-0.021184629,2024-09-20 18:16:15.112916720
2.833581388,-0.02189647,2024-09-20 18:16:15.112917040
2.83500507,-0.021342816,2024-09-20 18:16:15.112917360
2.836112378,-0.02142191,2024-09-20 18:16:15.112917680
2.838089715,-0.020789162,2024-09-20 18:16:15.112918000
2.839434303,-0.01960276,2024-09-20 18:16:15.112918320
2.840778892,-0.018337265,2024-09-20 18:16:15.112918640
2.842439855,-0.01730905,2024-09-20 18:16:15.112918960
2.84394263,-0.016359929,2024-09-20 18:16:15.112919280
2.845919967,-0.015410807,2024-09-20 18:16:15.112919600
2.84781821,-0.014857153,2024-09-20 18:16:15.112919920
2.849479172,-0.014382592,2024-09-20 18:16:15.112920240
2.850981948,-0.014145312,2024-09-20 18:16:15.112920560
2.852326537,-0.01295891,2024-09-20 18:16:15.112920880
2.853987499,-0.011772508,2024-09-20 18:16:15.112921200
2.855173901,-0.012088882,2024-09-20 18:16:15.112921520
2.856123023,-0.011693415,2024-09-20 18:16:15.112921840
2.856597583,-0.011693415,2024-09-20 18:16:15.112922160
2.858021265,-0.011772508,2024-09-20 18:16:15.112922480
2.859286761,-0.011693415,2024-09-20 18:16:15.112922800
2.860235882,-0.010981574,2024-09-20 18:16:15.112923120
2.86110591,-0.010586106,2024-09-20 18:16:15.112923440
2.861343191,-0.010348826,2024-09-20 18:16:15.112923760
2.861580471,-0.010981574,2024-09-20 18:16:15.112924080
2.862292312,-0.010507013,2024-09-20 18:16:15.112924400
2.862766873,-0.009399705,2024-09-20 18:16:15.112924720
2.863478714,-0.009478798,2024-09-20 18:16:15.112925040
2.864506929,-0.009083331,2024-09-20 18:16:15.112925360
2.864902396,-0.008529677,2024-09-20 18:16:15.112925680
2.865297863,-0.007896929,2024-09-20 18:16:15.112926000
2.865376957,-0.008213303,2024-09-20 18:16:15.112926320
2.866326078,-0.008213303,2024-09-20 18:16:15.112926640
2.865535144,-0.007659649,2024-09-20 18:16:15.112926960
2.865614237,-0.007976022,2024-09-20 18:16:15.112927280
2.866405172,-0.007817835,2024-09-20 18:16:15.112927600
2.866642452,-0.007185088,2024-09-20 18:16:15.112927920
2.867117013,-0.006789621,2024-09-20 18:16:15.112928240
2.867037919,-0.006631434,2024-09-20 18:16:15.112928560
2.866800639,-0.00631506,2024-09-20 18:16:15.112928880
2.866879732,-0.006789621,2024-09-20 18:16:15.112929200
2.866879732,-0.005682312,2024-09-20 18:16:15.112929520
2.866800639,-0.005682312,2024-09-20 18:16:15.112929840
2.866642452,-0.006394153,2024-09-20 18:16:15.112930160
2.8672752,-0.005998686,2024-09-20 18:16:15.112930480
2.867117013,-0.005445032,2024-09-20 18:16:15.112930800
2.866246985,-0.004416817,2024-09-20 18:16:15.112931120
2.866088798,-0.00425863,2024-09-20 18:16:15.112931440
2.866009704,-0.004733191,2024-09-20 18:16:15.112931760
2.86545605,-0.004654097,2024-09-20 18:16:15.112932080
2.864823303,-0.004416817,2024-09-20 18:16:15.112932400
2.865297863,-0.004100443,2024-09-20 18:16:15.112932720
2.864902396,-0.004337723,2024-09-20 18:16:15.112933040
2.864269648,-0.003942256,2024-09-20 18:16:15.112933360
2.864665116,-0.003625882,2024-09-20 18:16:15.112933680
2.864665116,-0.003230415,2024-09-20 18:16:15.112934000
2.864269648,-0.002993135,2024-09-20 18:16:15.112934320
2.864111461,-0.002993135,2024-09-20 18:16:15.112934640
2.863636901,-0.002993135,2024-09-20 18:16:15.112934960
2.763504587,-0.002834948,2024-09-20 18:16:15.112935280
0.041582422,-0.002518574,2024-09-20 18:16:15.112935600
-0.003184474,-0.002281294,2024-09-20 18:16:15.112935920
-0.001523511,0.65846543,2024-09-20 18:16:15.112936240
-0.000653483,3.310152607,2024-09-20 18:16:15.112936560
-0.000258016,3.312367224,2024-09-20 18:16:15.112936880
0.000216545,3.311418102,2024-09-20 18:16:15.112937200
0.001086573,3.312129943,2024-09-20 18:16:15.112937520
0.001798414,3.313711812,2024-09-20 18:16:15.112937840
0.002352068,3.314265467,2024-09-20 18:16:15.112938160
0.003380283,3.314423653,2024-09-20 18:16:15.112938480
0.004250311,3.314502747,2024-09-20 18:16:15.112938800
0.005199433,3.31434456,2024-09-20 18:16:15.112939120
0.005990367,3.314186373,2024-09-20 18:16:15.112939440
0.006702208,3.313869999,2024-09-20 18:16:15.112939760
0.006939489,3.313316345,2024-09-20 18:16:15.112940080
0.007572236,3.313158158,2024-09-20 18:16:15.112940400
0.008521358,3.312446317,2024-09-20 18:16:15.112940720
